identifier,title,description,subject,creator,combine_column,combine_cleaned,cuenta,cluster,name_file
http://arxiv.org/abs/1503.01404,Complete intersection vanishing ideals on sets of clutter type over   finite fields,  In this paper we give a classification of complete intersection vanishing ideals on parameterized sets of clutter type over finite fields. ,"Mathematics - Commutative Algebra ; Computer Science - Information Theory ; Mathematics - Algebraic Geometry ; Mathematics - Combinatorics ; 14M10, 14G15, 13P25, 13P10, 11T71, 94B27, 94B05 ; ","Tochimani, Azucena ; Villarreal, Rafael H. ; ",Complete intersection vanishing ideals on sets of clutter type over   finite fields  In this paper we give a classification of complete intersection vanishing ideals on parameterized sets of clutter type over finite fields. ,complete intersection vanish ideals set clutter type finite field paper give classification complete intersection vanish ideals parameterized set clutter type finite field,22,2,1503.01404.txt
http://arxiv.org/abs/1503.01628,Minimal classes of graphs of unbounded clique-width defined by finitely   many forbidden induced subgraphs,"  We discover new hereditary classes of graphs that are minimal (with respect to set inclusion) of unbounded clique-width. The new examples include split permutation graphs and bichain graphs. Each of these classes is characterised by a finite list of minimal forbidden induced subgraphs. These, therefore, disprove a conjecture due to Daligault, Rao and Thomasse from 2010 claiming that all such minimal classes must be defined by infinitely many forbidden induced subgraphs.   In the same paper, Daligault, Rao and Thomasse make another conjecture that every hereditary class of unbounded clique-width must contain a labelled infinite antichain. We show that the two example classes we consider here satisfy this conjecture. Indeed, they each contain a canonical labelled infinite antichain, which leads us to propose a stronger conjecture: that every hereditary class of graphs that is minimal of unbounded clique-width contains a canonical labelled infinite antichain. ",Mathematics - Combinatorics ; Computer Science - Discrete Mathematics ; ,"Atminas, A. ; Brignall, R. ; Lozin, V. ; Stacho, J. ; ","Minimal classes of graphs of unbounded clique-width defined by finitely   many forbidden induced subgraphs  We discover new hereditary classes of graphs that are minimal (with respect to set inclusion) of unbounded clique-width. The new examples include split permutation graphs and bichain graphs. Each of these classes is characterised by a finite list of minimal forbidden induced subgraphs. These, therefore, disprove a conjecture due to Daligault, Rao and Thomasse from 2010 claiming that all such minimal classes must be defined by infinitely many forbidden induced subgraphs.   In the same paper, Daligault, Rao and Thomasse make another conjecture that every hereditary class of unbounded clique-width must contain a labelled infinite antichain. We show that the two example classes we consider here satisfy this conjecture. Indeed, they each contain a canonical labelled infinite antichain, which leads us to propose a stronger conjecture: that every hereditary class of graphs that is minimal of unbounded clique-width contains a canonical labelled infinite antichain. ",minimal class graph unbounded clique width define finitely many forbid induce subgraphs discover new hereditary class graph minimal respect set inclusion unbounded clique width new examples include split permutation graph bichain graph class characterise finite list minimal forbid induce subgraphs therefore disprove conjecture due daligault rao thomasse claim minimal class must define infinitely many forbid induce subgraphs paper daligault rao thomasse make another conjecture every hereditary class unbounded clique width must contain label infinite antichain show two example class consider satisfy conjecture indeed contain canonical label infinite antichain lead us propose stronger conjecture every hereditary class graph minimal unbounded clique width contain canonical label infinite antichain,106,3,1503.01628.txt
http://arxiv.org/abs/1503.02196,Higher Weights of Affine Grassmann Codes and Their Duals,"  We consider the question of determining the higher weights or the generalized Hamming weights of affine Grassmann codes and their duals. Several initial as well as terminal higher weights of affine Grassmann codes of an arbitrary level are determined explicitly. In the case of duals of these codes, we give a formula for many initial as well as terminal higher weights. As a special case, we obtain an alternative simpler proof of the formula of Beelen et al for the minimum distance of the dual of an affine Grasmann code. ","Computer Science - Information Theory ; Mathematics - Combinatorics ; Primary 15A03, 11T06 05E99 Secondary 11T71 ; ","Datta, Mrinmoy ; Ghorpade, Sudhir R. ; ","Higher Weights of Affine Grassmann Codes and Their Duals  We consider the question of determining the higher weights or the generalized Hamming weights of affine Grassmann codes and their duals. Several initial as well as terminal higher weights of affine Grassmann codes of an arbitrary level are determined explicitly. In the case of duals of these codes, we give a formula for many initial as well as terminal higher weights. As a special case, we obtain an alternative simpler proof of the formula of Beelen et al for the minimum distance of the dual of an affine Grasmann code. ",higher weight affine grassmann cod duals consider question determine higher weight generalize ham weight affine grassmann cod duals several initial well terminal higher weight affine grassmann cod arbitrary level determine explicitly case duals cod give formula many initial well terminal higher weight special case obtain alternative simpler proof formula beelen et al minimum distance dual affine grasmann code,58,5,1503.02196.txt
http://arxiv.org/abs/1503.02577,New Algorithms for Computing a Single Component of the Discrete Fourier   Transform,"  This paper introduces the theory and hardware implementation of two new algorithms for computing a single component of the discrete Fourier transform. In terms of multiplicative complexity, both algorithms are more efficient, in general, than the well known Goertzel Algorithm. ",Computer Science - Discrete Mathematics ; Computer Science - Data Structures and Algorithms ; Electrical Engineering and Systems Science - Signal Processing ; Statistics - Methodology ; ,"Silva Jr., G. Jerônimo da ; de Souza, R. M. Campello ; de Oliveira, H. M. ; ","New Algorithms for Computing a Single Component of the Discrete Fourier   Transform  This paper introduces the theory and hardware implementation of two new algorithms for computing a single component of the discrete Fourier transform. In terms of multiplicative complexity, both algorithms are more efficient, in general, than the well known Goertzel Algorithm. ",new algorithms compute single component discrete fourier transform paper introduce theory hardware implementation two new algorithms compute single component discrete fourier transform term multiplicative complexity algorithms efficient general well know goertzel algorithm,32,7,1503.02577.txt
http://arxiv.org/abs/1503.02951,Mean Field Games in Nudge Systems for Societal Networks,"  We consider the general problem of resource sharing in societal networks, consisting of interconnected communication, transportation, energy and other networks important to the functioning of society. Participants in such network need to take decisions daily, both on the quantity of resources to use as well as the periods of usage. With this in mind, we discuss the problem of incentivizing users to behave in such a way that society as a whole benefits. In order to perceive societal level impact, such incentives may take the form of rewarding users with lottery tickets based on good behavior, and periodically conducting a lottery to translate these tickets into real rewards. We will pose the user decision problem as a mean field game (MFG), and the incentives question as one of trying to select a good mean field equilibrium (MFE). In such a framework, each agent (a participant in the societal network) takes a decision based on an assumed distribution of actions of his/her competitors, and the incentives provided by the social planner. The system is said to be at MFE if the agent's action is a sample drawn from the assumed distribution. We will show the existence of such an MFE under different settings, and also illustrate how to choose an attractive equilibrium using as an example demand-response in energy networks. ",Computer Science - Computer Science and Game Theory ; ,"Li, Jian ; Xia, Bainan ; Geng, Xinbo ; Ming, Hao ; Shakkottai, Srinivas ; Subramanian, Vijay ; Xie, Le ; ","Mean Field Games in Nudge Systems for Societal Networks  We consider the general problem of resource sharing in societal networks, consisting of interconnected communication, transportation, energy and other networks important to the functioning of society. Participants in such network need to take decisions daily, both on the quantity of resources to use as well as the periods of usage. With this in mind, we discuss the problem of incentivizing users to behave in such a way that society as a whole benefits. In order to perceive societal level impact, such incentives may take the form of rewarding users with lottery tickets based on good behavior, and periodically conducting a lottery to translate these tickets into real rewards. We will pose the user decision problem as a mean field game (MFG), and the incentives question as one of trying to select a good mean field equilibrium (MFE). In such a framework, each agent (a participant in the societal network) takes a decision based on an assumed distribution of actions of his/her competitors, and the incentives provided by the social planner. The system is said to be at MFE if the agent's action is a sample drawn from the assumed distribution. We will show the existence of such an MFE under different settings, and also illustrate how to choose an attractive equilibrium using as an example demand-response in energy networks. ",mean field game nudge systems societal network consider general problem resource share societal network consist interconnect communication transportation energy network important function society participants network need take decisions daily quantity resources use well periods usage mind discuss problem incentivizing users behave way society whole benefit order perceive societal level impact incentives may take form reward users lottery ticket base good behavior periodically conduct lottery translate ticket real reward pose user decision problem mean field game mfg incentives question one try select good mean field equilibrium mfe framework agent participant societal network take decision base assume distribution action competitors incentives provide social planner system say mfe agent action sample draw assume distribution show existence mfe different settings also illustrate choose attractive equilibrium use example demand response energy network,127,6,1503.02951.txt
http://arxiv.org/abs/1503.02985,SybilFrame: A Defense-in-Depth Framework for Structure-Based Sybil   Detection,"  Sybil attacks are becoming increasingly widespread, and pose a significant threat to online social systems; a single adversary can inject multiple colluding identities in the system to compromise security and privacy. Recent works have leveraged the use of social network-based trust relationships to defend against Sybil attacks. However, existing defenses are based on oversimplified assumptions, which do not hold in real world social graphs. In this work, we propose SybilFrame, a defense-in-depth framework for mitigating the problem of Sybil attacks when the oversimplified assumptions are relaxed. Our framework is able to incorporate prior information about users and edges in the social graph. We validate our framework on synthetic and real world network topologies, including a large-scale Twitter dataset with 20M nodes and 265M edges, and demonstrate that our scheme performs an order of magnitude better than previous structure-based approaches. ",Computer Science - Social and Information Networks ; Computer Science - Cryptography and Security ; ,"Gao, Peng ; Gong, Neil Zhenqiang ; Kulkarni, Sanjeev ; Thomas, Kurt ; Mittal, Prateek ; ","SybilFrame: A Defense-in-Depth Framework for Structure-Based Sybil   Detection  Sybil attacks are becoming increasingly widespread, and pose a significant threat to online social systems; a single adversary can inject multiple colluding identities in the system to compromise security and privacy. Recent works have leveraged the use of social network-based trust relationships to defend against Sybil attacks. However, existing defenses are based on oversimplified assumptions, which do not hold in real world social graphs. In this work, we propose SybilFrame, a defense-in-depth framework for mitigating the problem of Sybil attacks when the oversimplified assumptions are relaxed. Our framework is able to incorporate prior information about users and edges in the social graph. We validate our framework on synthetic and real world network topologies, including a large-scale Twitter dataset with 20M nodes and 265M edges, and demonstrate that our scheme performs an order of magnitude better than previous structure-based approaches. ",sybilframe defense depth framework structure base sybil detection sybil attack become increasingly widespread pose significant threat online social systems single adversary inject multiple collude identities system compromise security privacy recent work leverage use social network base trust relationships defend sybil attack however exist defenses base oversimplify assumptions hold real world social graph work propose sybilframe defense depth framework mitigate problem sybil attack oversimplify assumptions relax framework able incorporate prior information users edge social graph validate framework synthetic real world network topologies include large scale twitter dataset nod edge demonstrate scheme perform order magnitude better previous structure base approach,98,6,1503.02985.txt
http://arxiv.org/abs/1503.03169,"Dynamic Partitioning of Physical Memory Among Virtual Machines,   ASMI:Architectural Support for Memory Isolation","  Cloud computing relies on secure and efficient virtualization. Software level security solutions compromise the performance of virtual machines (VMs), as a large amount of computational power would be utilized for running the security modules. Moreover, software solutions are only as secure as the level that they work on. For example a security module on a hypervisor cannot provide security in the presence of an infected hypervisor. It is a challenge for virtualization technology architects to enhance the security of VMs without degrading their performance. Currently available server machines are not fully equipped to support a secure VM environment without compromising on performance. A few hardware modifications have been introduced by manufactures like Intel and AMD to provide a secure VM environment with low performance degradation. In this paper we propose a novel memory architecture model named \textit{ Architectural Support for Memory Isolation(ASMI)}, that can achieve a true isolated physical memory region to each VM without degrading performance. Along with true memory isolation, ASMI is designed to provide lower memory access times, better utilization of available memory, support for DMA isolation and support for platform independence for users of VMs. ",Computer Science - Hardware Architecture ; ,"R, Jithin ; Chandran, Priya ; ","Dynamic Partitioning of Physical Memory Among Virtual Machines,   ASMI:Architectural Support for Memory Isolation  Cloud computing relies on secure and efficient virtualization. Software level security solutions compromise the performance of virtual machines (VMs), as a large amount of computational power would be utilized for running the security modules. Moreover, software solutions are only as secure as the level that they work on. For example a security module on a hypervisor cannot provide security in the presence of an infected hypervisor. It is a challenge for virtualization technology architects to enhance the security of VMs without degrading their performance. Currently available server machines are not fully equipped to support a secure VM environment without compromising on performance. A few hardware modifications have been introduced by manufactures like Intel and AMD to provide a secure VM environment with low performance degradation. In this paper we propose a novel memory architecture model named \textit{ Architectural Support for Memory Isolation(ASMI)}, that can achieve a true isolated physical memory region to each VM without degrading performance. Along with true memory isolation, ASMI is designed to provide lower memory access times, better utilization of available memory, support for DMA isolation and support for platform independence for users of VMs. ",dynamic partition physical memory among virtual machine asmi architectural support memory isolation cloud compute rely secure efficient virtualization software level security solutions compromise performance virtual machine vms large amount computational power would utilize run security modules moreover software solutions secure level work example security module hypervisor cannot provide security presence infect hypervisor challenge virtualization technology architects enhance security vms without degrade performance currently available server machine fully equip support secure vm environment without compromise performance hardware modifications introduce manufacture like intel amd provide secure vm environment low performance degradation paper propose novel memory architecture model name textit architectural support memory isolation asmi achieve true isolate physical memory region vm without degrade performance along true memory isolation asmi design provide lower memory access time better utilization available memory support dma isolation support platform independence users vms,135,4,1503.03169.txt
http://arxiv.org/abs/1503.03185,Testing Randomness by Matching Pennies,"  In the game of Matching Pennies, Alice and Bob each hold a penny, and at every tick of the clock they simultaneously display the head or the tail sides of their coins. If they both display the same side, then Alice wins Bob's penny; if they display different sides, then Bob wins Alice's penny. To avoid giving the opponent a chance to win, both players seem to have nothing else to do but to randomly play heads and tails with equal frequencies. However, while not losing in this game is easy, not missing an opportunity to win is not. Randomizing your own moves can be made easy. Recognizing when the opponent's moves are not random can be arbitrarily hard.   The notion of randomness is central in game theory, but it is usually taken for granted. The notion of outsmarting is not central in game theory, but it is central in the practice of gaming. We pursue the idea that these two notions can be usefully viewed as two sides of the same coin. ","Computer Science - Computer Science and Game Theory ; 91A26, 68Q32 ; I.2.6 ; ","Pavlovic, Dusko ; Seidel, Peter-Michael ; Yahia, Muzamil ; ","Testing Randomness by Matching Pennies  In the game of Matching Pennies, Alice and Bob each hold a penny, and at every tick of the clock they simultaneously display the head or the tail sides of their coins. If they both display the same side, then Alice wins Bob's penny; if they display different sides, then Bob wins Alice's penny. To avoid giving the opponent a chance to win, both players seem to have nothing else to do but to randomly play heads and tails with equal frequencies. However, while not losing in this game is easy, not missing an opportunity to win is not. Randomizing your own moves can be made easy. Recognizing when the opponent's moves are not random can be arbitrarily hard.   The notion of randomness is central in game theory, but it is usually taken for granted. The notion of outsmarting is not central in game theory, but it is central in the practice of gaming. We pursue the idea that these two notions can be usefully viewed as two sides of the same coin. ",test randomness match pennies game match pennies alice bob hold penny every tick clock simultaneously display head tail side coin display side alice win bob penny display different side bob win alice penny avoid give opponent chance win players seem nothing else randomly play head tail equal frequencies however lose game easy miss opportunity win randomize move make easy recognize opponent move random arbitrarily hard notion randomness central game theory usually take grant notion outsmart central game theory central practice game pursue idea two notions usefully view two side coin,90,8,1503.03185.txt
http://arxiv.org/abs/1503.03605,An improved return-mapping scheme for nonsmooth yield surfaces: PART I -   the Haigh-Westergaard coordinates,"  The paper is devoted to the numerical solution of elastoplastic constitutive initial value problems. An improved form of the implicit return-mapping scheme for nonsmooth yield surfaces is proposed that systematically builds on a subdifferential formulation of the flow rule. The main advantage of this approach is that the treatment of singular points, such as apices or edges at which the flow direction is multivalued involves only a uniquely defined set of non-linear equations, similarly to smooth yield surfaces. This paper (PART I) is focused on isotropic models containing: $a)$ yield surfaces with one or two apices (singular points) laying on the hydrostatic axis; $b)$ plastic pseudo-potentials that are independent of the Lode angle; $c)$ nonlinear isotropic hardening (optionally). It is shown that for some models the improved integration scheme also enables to a priori decide about a type of the return and investigate existence, uniqueness and semismoothness of discretized constitutive operators in implicit form. Further, the semismooth Newton method is introduced to solve incremental boundary-value problems. The paper also contains numerical examples related to slope stability with available Matlab implementation. ","Computer Science - Computational Engineering, Finance, and Science ; ","Sysala, Stanislav ; Cermak, Martin ; Koudelka, Tomas ; Kruis, Jaroslav ; Zeman, Jan ; Blaheta, Radim ; ","An improved return-mapping scheme for nonsmooth yield surfaces: PART I -   the Haigh-Westergaard coordinates  The paper is devoted to the numerical solution of elastoplastic constitutive initial value problems. An improved form of the implicit return-mapping scheme for nonsmooth yield surfaces is proposed that systematically builds on a subdifferential formulation of the flow rule. The main advantage of this approach is that the treatment of singular points, such as apices or edges at which the flow direction is multivalued involves only a uniquely defined set of non-linear equations, similarly to smooth yield surfaces. This paper (PART I) is focused on isotropic models containing: $a)$ yield surfaces with one or two apices (singular points) laying on the hydrostatic axis; $b)$ plastic pseudo-potentials that are independent of the Lode angle; $c)$ nonlinear isotropic hardening (optionally). It is shown that for some models the improved integration scheme also enables to a priori decide about a type of the return and investigate existence, uniqueness and semismoothness of discretized constitutive operators in implicit form. Further, the semismooth Newton method is introduced to solve incremental boundary-value problems. The paper also contains numerical examples related to slope stability with available Matlab implementation. ",improve return map scheme nonsmooth yield surface part haigh westergaard coordinate paper devote numerical solution elastoplastic constitutive initial value problems improve form implicit return map scheme nonsmooth yield surface propose systematically build subdifferential formulation flow rule main advantage approach treatment singular point apices edge flow direction multivalued involve uniquely define set non linear equations similarly smooth yield surface paper part focus isotropic model contain yield surface one two apices singular point lay hydrostatic axis plastic pseudo potentials independent lode angle nonlinear isotropic harden optionally show model improve integration scheme also enable priori decide type return investigate existence uniqueness semismoothness discretized constitutive operators implicit form semismooth newton method introduce solve incremental boundary value problems paper also contain numerical examples relate slope stability available matlab implementation,124,8,1503.03605.txt
http://arxiv.org/abs/1503.04099,Algorithms and complexity for Turaev-Viro invariants,"  The Turaev-Viro invariants are a powerful family of topological invariants for distinguishing between different 3-manifolds. They are invaluable for mathematical software, but current algorithms to compute them require exponential time.   The invariants are parameterised by an integer $r \geq 3$. We resolve the question of complexity for $r=3$ and $r=4$, giving simple proofs that computing Turaev-Viro invariants for $r=3$ is polynomial time, but for $r=4$ is \#P-hard. Moreover, we give an explicit fixed-parameter tractable algorithm for arbitrary $r$, and show through concrete implementation and experimentation that this algorithm is practical---and indeed preferable---to the prior state of the art for real computation. ","Mathematics - Geometric Topology ; Computer Science - Computational Complexity ; Computer Science - Data Structures and Algorithms ; Computer Science - Mathematical Software ; 57M27, 57Q15, 68Q17 ; F.2.2 ; G.2.1 ; G.4 ; ","Burton, Benjamin A. ; Maria, Clément ; Spreer, Jonathan ; ","Algorithms and complexity for Turaev-Viro invariants  The Turaev-Viro invariants are a powerful family of topological invariants for distinguishing between different 3-manifolds. They are invaluable for mathematical software, but current algorithms to compute them require exponential time.   The invariants are parameterised by an integer $r \geq 3$. We resolve the question of complexity for $r=3$ and $r=4$, giving simple proofs that computing Turaev-Viro invariants for $r=3$ is polynomial time, but for $r=4$ is \#P-hard. Moreover, we give an explicit fixed-parameter tractable algorithm for arbitrary $r$, and show through concrete implementation and experimentation that this algorithm is practical---and indeed preferable---to the prior state of the art for real computation. ",algorithms complexity turaev viro invariants turaev viro invariants powerful family topological invariants distinguish different manifold invaluable mathematical software current algorithms compute require exponential time invariants parameterised integer geq resolve question complexity give simple proof compute turaev viro invariants polynomial time hard moreover give explicit fix parameter tractable algorithm arbitrary show concrete implementation experimentation algorithm practical indeed preferable prior state art real computation,62,4,1503.04099.txt
http://arxiv.org/abs/1503.04424,Bridging Social Media via Distant Supervision,"  Microblog classification has received a lot of attention in recent years. Different classification tasks have been investigated, most of them focusing on classifying microblogs into a small number of classes (five or less) using a training set of manually annotated tweets. Unfortunately, labelling data is tedious and expensive, and finding tweets that cover all the classes of interest is not always straightforward, especially when some of the classes do not frequently arise in practice. In this paper we study an approach to tweet classification based on distant supervision, whereby we automatically transfer labels from one social medium to another for a single-label multi-class classification task. In particular, we apply YouTube video classes to tweets linking to these videos. This provides for free a virtually unlimited number of labelled instances that can be used as training data. The classification experiments we have run show that training a tweet classifier via these automatically labelled data achieves substantially better performance than training the same classifier with a limited amount of manually labelled data; this is advantageous, given that the automatically labelled data come at no cost. Further investigation of our approach shows its robustness when applied with different numbers of classes and across different languages. ",Computer Science - Information Retrieval ; ,"Magdy, Walid ; Sajjad, Hassan ; El-Ganainy, Tarek ; Sebastiani, Fabrizio ; ","Bridging Social Media via Distant Supervision  Microblog classification has received a lot of attention in recent years. Different classification tasks have been investigated, most of them focusing on classifying microblogs into a small number of classes (five or less) using a training set of manually annotated tweets. Unfortunately, labelling data is tedious and expensive, and finding tweets that cover all the classes of interest is not always straightforward, especially when some of the classes do not frequently arise in practice. In this paper we study an approach to tweet classification based on distant supervision, whereby we automatically transfer labels from one social medium to another for a single-label multi-class classification task. In particular, we apply YouTube video classes to tweets linking to these videos. This provides for free a virtually unlimited number of labelled instances that can be used as training data. The classification experiments we have run show that training a tweet classifier via these automatically labelled data achieves substantially better performance than training the same classifier with a limited amount of manually labelled data; this is advantageous, given that the automatically labelled data come at no cost. Further investigation of our approach shows its robustness when applied with different numbers of classes and across different languages. ",bridge social media via distant supervision microblog classification receive lot attention recent years different classification task investigate focus classify microblogs small number class five less use train set manually annotate tweet unfortunately label data tedious expensive find tweet cover class interest always straightforward especially class frequently arise practice paper study approach tweet classification base distant supervision whereby automatically transfer label one social medium another single label multi class classification task particular apply youtube video class tweet link videos provide free virtually unlimited number label instance use train data classification experiment run show train tweet classifier via automatically label data achieve substantially better performance train classifier limit amount manually label data advantageous give automatically label data come cost investigation approach show robustness apply different number class across different languages,128,10,1503.04424.txt
http://arxiv.org/abs/1503.04500,A Residual Based Sparse Approximate Inverse Preconditioning Procedure   for Large Sparse Linear Systems,"  The SPAI algorithm, a sparse approximate inverse preconditioning technique for large sparse linear systems, proposed by Grote and Huckle [SIAM J. Sci. Comput., 18 (1997), pp.~838--853.], is based on the F-norm minimization and computes a sparse approximate inverse $M$ of a large sparse matrix $A$ adaptively. However, SPAI may be costly to seek the most profitable indices at each loop and $M$ may be ineffective for preconditioning. In this paper, we propose a residual based sparse approximate inverse preconditioning procedure (RSAI), which, unlike SPAI, is based on only the {\em dominant} rather than all information on the current residual and augments sparsity patterns adaptively during the loops. RSAI is less costly to seek indices and is more effective to capture a good approximate sparsity pattern of $A^{-1}$ than SPAI. To control the sparsity of $M$ and reduce computational cost, we develop a practical RSAI($tol$) algorithm that drops small nonzero entries adaptively during the process. Numerical experiments are reported to demonstrate that RSAI($tol$) is at least competitive with SPAI and can be considerably more efficient and effective than SPAI. They also indicate that RSAI($tol$) is comparable to the PSAI($tol$) algorithm proposed by one of the authors in 2009. ",Mathematics - Numerical Analysis ; Computer Science - Numerical Analysis ; 65F10 ; ,"Jia, Zhongxiao ; Kang, Wenjie ; ","A Residual Based Sparse Approximate Inverse Preconditioning Procedure   for Large Sparse Linear Systems  The SPAI algorithm, a sparse approximate inverse preconditioning technique for large sparse linear systems, proposed by Grote and Huckle [SIAM J. Sci. Comput., 18 (1997), pp.~838--853.], is based on the F-norm minimization and computes a sparse approximate inverse $M$ of a large sparse matrix $A$ adaptively. However, SPAI may be costly to seek the most profitable indices at each loop and $M$ may be ineffective for preconditioning. In this paper, we propose a residual based sparse approximate inverse preconditioning procedure (RSAI), which, unlike SPAI, is based on only the {\em dominant} rather than all information on the current residual and augments sparsity patterns adaptively during the loops. RSAI is less costly to seek indices and is more effective to capture a good approximate sparsity pattern of $A^{-1}$ than SPAI. To control the sparsity of $M$ and reduce computational cost, we develop a practical RSAI($tol$) algorithm that drops small nonzero entries adaptively during the process. Numerical experiments are reported to demonstrate that RSAI($tol$) is at least competitive with SPAI and can be considerably more efficient and effective than SPAI. They also indicate that RSAI($tol$) is comparable to the PSAI($tol$) algorithm proposed by one of the authors in 2009. ",residual base sparse approximate inverse precondition procedure large sparse linear systems spai algorithm sparse approximate inverse precondition technique large sparse linear systems propose grote huckle siam sci comput pp base norm minimization compute sparse approximate inverse large sparse matrix adaptively however spai may costly seek profitable indices loop may ineffective precondition paper propose residual base sparse approximate inverse precondition procedure rsai unlike spai base em dominant rather information current residual augment sparsity pattern adaptively loop rsai less costly seek indices effective capture good approximate sparsity pattern spai control sparsity reduce computational cost develop practical rsai tol algorithm drop small nonzero entries adaptively process numerical experiment report demonstrate rsai tol least competitive spai considerably efficient effective spai also indicate rsai tol comparable psai tol algorithm propose one author,127,9,1503.04500.txt
http://arxiv.org/abs/1503.04522,Really Natural Linear Indexed Type Checking,"  Recent works have shown the power of linear indexed type systems for enforcing complex program properties. These systems combine linear types with a language of type-level indices, allowing more fine-grained analyses. Such systems have been fruitfully applied in diverse domains, including implicit complexity and differential privacy. A natural way to enhance the expressiveness of this approach is by allowing the indices to depend on runtime information, in the spirit of dependent types. This approach is used in DFuzz, a language for differential privacy. The DFuzz type system relies on an index language supporting real and natural number arithmetic over constants and variables. Moreover, DFuzz uses a subtyping mechanism to make types more flexible. By themselves, linearity, dependency, and subtyping each require delicate handling when performing type checking or type inference; their combination increases this challenge substantially, as the features can interact in non-trivial ways. In this paper, we study the type-checking problem for DFuzz. We show how we can reduce type checking for (a simple extension of) DFuzz to constraint solving over a first-order theory of naturals and real numbers which, although undecidable, can often be handled in practice by standard numeric solvers. ",Computer Science - Logic in Computer Science ; ,"de Amorim, Arthur Azevedo ; Arias, Emilio Jesús Gallego ; Gaboardi, Marco ; Hsu, Justin ; ","Really Natural Linear Indexed Type Checking  Recent works have shown the power of linear indexed type systems for enforcing complex program properties. These systems combine linear types with a language of type-level indices, allowing more fine-grained analyses. Such systems have been fruitfully applied in diverse domains, including implicit complexity and differential privacy. A natural way to enhance the expressiveness of this approach is by allowing the indices to depend on runtime information, in the spirit of dependent types. This approach is used in DFuzz, a language for differential privacy. The DFuzz type system relies on an index language supporting real and natural number arithmetic over constants and variables. Moreover, DFuzz uses a subtyping mechanism to make types more flexible. By themselves, linearity, dependency, and subtyping each require delicate handling when performing type checking or type inference; their combination increases this challenge substantially, as the features can interact in non-trivial ways. In this paper, we study the type-checking problem for DFuzz. We show how we can reduce type checking for (a simple extension of) DFuzz to constraint solving over a first-order theory of naturals and real numbers which, although undecidable, can often be handled in practice by standard numeric solvers. ",really natural linear index type check recent work show power linear index type systems enforce complex program properties systems combine linear type language type level indices allow fine grain analyse systems fruitfully apply diverse domains include implicit complexity differential privacy natural way enhance expressiveness approach allow indices depend runtime information spirit dependent type approach use dfuzz language differential privacy dfuzz type system rely index language support real natural number arithmetic constants variables moreover dfuzz use subtyping mechanism make type flexible linearity dependency subtyping require delicate handle perform type check type inference combination increase challenge substantially feature interact non trivial ways paper study type check problem dfuzz show reduce type check simple extension dfuzz constraint solve first order theory naturals real number although undecidable often handle practice standard numeric solvers,129,8,1503.04522.txt
http://arxiv.org/abs/1503.05496,IMP with exceptions over decorated logic,"  In this paper, we facilitate the reasoning about impure programming languages, by annotating terms with `decorations' that describe what computational (side) effect evaluation of a term may involve. In a point-free categorical language,called the `decorated logic', we formalize the mutable state and the exception effects first separately, exploiting anice duality between them, and then combined. The combined decorated logic is used as the target language forthe denotational semantics of the IMP+Exc imperative programming language, and allows us to prove equivalencesbetween programs written in IMP+Exc. The combined logic is encoded in Coq, and this encoding is used to certifysome program equivalence proofs. ",Computer Science - Logic in Computer Science ; ,"Ekici, Burak ; ","IMP with exceptions over decorated logic  In this paper, we facilitate the reasoning about impure programming languages, by annotating terms with `decorations' that describe what computational (side) effect evaluation of a term may involve. In a point-free categorical language,called the `decorated logic', we formalize the mutable state and the exception effects first separately, exploiting anice duality between them, and then combined. The combined decorated logic is used as the target language forthe denotational semantics of the IMP+Exc imperative programming language, and allows us to prove equivalencesbetween programs written in IMP+Exc. The combined logic is encoded in Coq, and this encoding is used to certifysome program equivalence proofs. ",imp exceptions decorate logic paper facilitate reason impure program languages annotate term decorations describe computational side effect evaluation term may involve point free categorical language call decorate logic formalize mutable state exception effect first separately exploit anice duality combine combine decorate logic use target language forthe denotational semantics imp exc imperative program language allow us prove equivalencesbetween program write imp exc combine logic encode coq encode use certifysome program equivalence proof,71,8,1503.05496.txt
