,identifier,title,tokensCombined,mainTopic
135,http://arxiv.org/abs/1210.4663,A PRQ Search Method for Probabilistic Objects,"['search', 'method', 'probabilist', 'object', 'articl', 'propos', 'search', 'method', 'probabilist', 'object', 'main', 'idea', 'method', 'strategi', 'call', 'textit', 'approxim', 'reduc', 'initi', 'problem', 'highli', 'simplifi', 'version', 'impli', 'make', 'rest', 'step', 'easi', 'tackl', 'particular', 'strategi', 'pretti', 'simpl', 'easi', 'implement', 'furthermor', 'motiv', 'cost', 'analysi', 'optim', 'solut', 'optim', 'mainli', 'base', 'insight', 'romannumer', 'number', 'textit', 'effect', 'subdivis', 'romannumer', 'entiti', 'larger', 'textit', 'span', 'like', 'subdivid', 'singl', 'region', 'demonstr', 'effect', 'effici', 'propos', 'approach', 'extens', 'experi', 'variou', 'experiment', 'set']",1
136,http://arxiv.org/abs/1210.4959,Halving Lines and Their Underlying Graphs,"['halv', 'line', 'underli', 'graph', 'paper', 'studi', 'underli', 'graph', 'correspond', 'halv', 'line', 'establish', 'mani', 'properti', 'graph', 'addit', 'tighten', 'upper', 'bound', 'number', 'halv', 'line']",17
137,http://arxiv.org/abs/1210.5065,Realizability algebras III: some examples,"['realiz', 'algebra', 'exampl', 'techniqu', 'classic', 'realiz', 'build', 'model', 'well', 'order', 'give', 'rel', 'consist', 'result']",14
138,http://arxiv.org/abs/1210.7341,Subset Codes for Packet Networks,"['subset', 'code', 'packet', 'network', 'paper', 'present', 'code', 'theoret', 'framework', 'messag', 'transmiss', 'packet', 'switch', 'network', 'network', 'model', 'channel', 'induc', 'packet', 'error', 'delet', 'insert', 'order', 'deliveri', 'packet', 'propos', 'approach', 'view', 'extens', 'introduc', 'koetter', 'kschischang', 'network', 'base', 'random', 'linear', 'network', 'code', 'name', 'framework', 'base', 'subspac', 'code', 'design', 'network', 'network', 'node', 'perform', 'random', 'linear', 'combin', 'packet', 'base', 'call', 'subset', 'code', 'design', 'network', 'employ', 'rout', 'network', 'node']",6
139,http://arxiv.org/abs/1210.7638,Finding Efficient Region in The Plane with Line segments,"['find', 'effici', 'region', 'plane', 'line', 'segment', 'mathscr', 'disjoint', 'obstacl', 'mathbb', 'mathscr', 'move', 'object', 'denot', 'start', 'point', 'maximum', 'path', 'length', 'move', 'object', 'mathscr', 'respect', 'given', 'point', 'point', 'achiev', 'mathscr', 'pi(', 'cdot)', 'denot', 'shortest', 'path', 'length', 'presenc', 'obstacl', 'find', 'region', 'mathscr', 'point', 'mathbb', 'achiev', 'mathscr', 'mathscr', 'otherwis', 'notin', 'mathscr', 'paper', 'restrict', 'attent', 'case', 'line', 'segment', 'obstacl', 'tackl', 'problem', 'develop', 'three', 'algorithm', 'first', 'present', 'simpler', 'version', 'algorithm', 'sake', 'intuit', 'basic', 'idea', 'reduc', 'problem', 'comput', 'union', 'circular', 'visibl', 'region', '(cvrs)', 'algorithm', 'take', 'time', 'analys', 'domin', 'step', 'break', 'bottleneck', 'use', 'short', 'path', '(spm)', 'techniqu', 'obtain', 'circl', '(unavail', 'beforehand)', 'yield', 'algorithm', 'owe', 'find', 'third', 'algorithm', 'also', 'use', 'techniqu', 'howev', 'continu', 'construct', 'cvr', 'instead', 'directli', 'travers', 'region', 'trace', 'boundari', 'final', 'algorithm', 'obtain', 'complex']",12
140,http://arxiv.org/abs/1211.0071,Randomness and Non-determinism,"['random', 'determin', 'exponenti', 'make', 'differ', 'size', 'line', 'number', 'particl', 'known', 'univers', 'expuls', 'exponenti', 'time', 'algorithm', 'comput', 'theori', 'broke', 'umbil', 'cord', 'mathemat', 'logic', 'creat', 'deep', 'determinist', 'comput', 'formerli', 'unremark', 'tool', 'random', 'determin', 'littl', 'learn', 'past', 'decad', 'power', 'either', 'basic', 'freedom', 'comput']",10
141,http://arxiv.org/abs/1211.0589,Sharp Bounds on Random Walk Eigenvalues via Spectral Embedding,"['sharp', 'bound', 'random', 'walk', 'eigenvalu', 'spectral', 'embed', 'spectral', 'embed', 'graph', 'use', 'trivial', 'eigenvector', 'random', 'walk', 'matrix', 'emb', 'graph', 'primari', 'embed', 'practic', 'spectral', 'cluster', 'algorithm', 'recent', 'spectral', 'embed', 'studi', 'theoret', 'perspect', 'prove', 'higher', 'order', 'variant', 'cheeger', 'inequ', 'lrtv', 'spectral', 'embed', 'provid', 'unifi', 'framework', 'bound', 'eigenvalu', 'graph', 'exampl', 'show', 'finit', 'graph', 'vertic', 'largest', 'eigenvalu', 'omega(k', 'extend', 'result', 'known', 'upper', 'bound', 'improv', 'omega(k', 'graph', 'regular', 'gener', 'result', 'provid', 'sharp', 'bound', 'spectral', 'measur', 'variou', 'class', 'graph', 'includ', 'vertex', 'transit', 'graph', 'infinit', 'graph', 'term', 'specif', 'graph', 'paramet', 'like', 'volum', 'growth', 'consequ', 'use', 'entir', 'spectrum', 'provid', '(improved)', 'upper', 'bound', 'return', 'probabl', 'mix', 'time', 'random', 'walk', 'consider', 'shorter', 'direct', 'proof', 'work', 'introduc', 'spectral', 'embed', 'tool', 'analyz', 'revers', 'markov', 'chain', 'furthermor', 'build', 'design', 'local', 'algorithm', 'approxim', 'number', 'span', 'tree', 'massiv', 'graph']",15
142,http://arxiv.org/abs/1211.0729,A Simple Algorithm for Computing BOCP,"['simpl', 'algorithm', 'comput', 'bocp', 'articl', 'devis', 'concis', 'algorithm', 'comput', 'bocp', 'method', 'simpl', 'easi', 'implement', 'without', 'loss', 'effici', 'given', 'circular', 'polygon', 'edg', 'respect', 'method', 'run', 'time', 'use', 'space', 'number', 'intersect', 'number', 'edg', 'algorithm', 'power', 'approxim', 'linear', 'complex', 'small', 'superior', 'propos', 'algorithm', 'also', 'valid', 'empir', 'studi']",2
143,http://arxiv.org/abs/1211.0877,Differential Privacy for the Analyst via Private Equilibrium Computation,"['differenti', 'privaci', 'analyst', 'privat', 'equilibrium', 'comput', 'give', 'mechan', 'answer', 'exponenti', 'mani', 'queri', 'multipl', 'analyst', 'privat', 'databas', 'protect', 'differenti', 'privaci', 'individu', 'databas', 'analyst', 'mechan', 'answer', 'queri', 'nearli', 'insensit', 'chang', 'queri', 'ask', 'analyst', 'mechan', 'first', 'offer', 'differenti', 'privaci', 'joint', 'distribut', 'analyst', 'answer', 'provid', 'privaci', 'data', 'analyst', 'even', 'data', 'analyst', 'collud', 'regist', 'multipl', 'account', 'set', 'abl', 'achiev', 'nearli', 'optim', 'error', 'rate', '(even', 'compar', 'mechan', 'offer', 'analyst', 'privacy)', 'abl', 'extend', 'techniqu', 'handl', 'linear', 'queri', 'analysi', 'base', 'novel', 'view', 'privat', 'queri', 'releas', 'problem', 'player', 'zero', 'game', 'independ', 'interest']",11
144,http://arxiv.org/abs/1211.2384,Strong Bounds for Evolution in Undirected Graphs,"['strong', 'bound', 'evolut', 'undirect', 'graph', 'work', 'studi', 'gener', 'moran', 'process', 'introduc', 'lieberman', 'natur', 'introduc', 'parameter', 'notion', 'select', 'amplifi', 'select', 'suppressor', 'evolut', 'network', '(graphs)', 'mani', 'strong', 'start', 'mani', 'weak', 'start', 'mutant']",0
145,http://arxiv.org/abs/1211.2662,Recognizing Interval Bigraphs by Forbidden Patterns,"['recogn', 'interv', 'bigraph', 'forbidden', 'pattern', 'connect', 'bipartit', 'graph', 'node', 'edg', 'give', 'o(nm)', 'time', 'algorithm', 'decid', 'whether', 'interv', 'bigraph', 'best', 'known', 'algorithm', 'time', 'complex', 'o(nm', 'develop', 'approach', 'base', 'order', 'character', 'interv', 'bigraph', 'introduc', 'hell', 'huang', 'transform', 'problem', 'find', 'desir', 'order', 'choos', 'strong', 'compon', 'pair', 'digraph', 'without', 'creat', 'conflict', 'make', 'structur', 'pair', 'digraph', 'well', 'decomposit', 'bigraph', 'base', 'special', 'compon', 'pair', 'digraph', 'make', 'explicit', 'difficult', 'case', 'gain', 'effici', 'isol', 'situat']",0
146,http://arxiv.org/abs/1211.3234,Computational topology and normal surfaces: Theoretical and experimental   complexity bounds,"['comput', 'topolog', 'normal', 'surfac', 'theoret', 'experiment', 'complex', 'bound', 'three', 'dimension', 'comput', 'topolog', 'theori', 'normal', 'surfac', 'tool', 'great', 'theoret', 'practic', 'signific', 'although', 'theori', 'typic', 'lead', 'exponenti', 'time', 'algorithm', 'littl', 'known', 'algorithm', 'perform', 'typic', 'scenario']",15
147,http://arxiv.org/abs/1211.4892,Confusion of Tagged Perturbations in Forward Automatic Differentiation   of Higher-Order Functions,"['confus', 'tag', 'perturb', 'forward', 'automat', 'differenti', 'higher', 'order', 'function', 'forward', 'automat', 'differenti', '(ad)', 'techniqu', 'augment', 'program', 'comput', 'deriv', 'essenc', 'forward', 'attach', 'perturb', 'number', 'propag', 'comput', 'deriv', 'nest', 'distinct', 'deriv', 'calcul', 'associ', 'perturb', 'distinguish', 'typic', 'accomplish', 'creat', 'uniqu', 'deriv', 'calcul', 'tag', 'perturb', 'overload', 'arithmet', 'oper', 'exhibit', 'subtl', 'present', 'field', 'implement', 'perturb', 'confus', 'despit', 'tag', 'machineri', 'essenc', 'invoc', 'deriv', 'creat', 'uniqu', 'uniqu', 'need', 'deriv', 'calcul', 'take', 'deriv', 'higher', 'order', 'function', 'need', 'correspond', 'deriv', 'higher', 'order', 'function', 'return', 'function', 'function', 'return', 'function', 'perform', 'deriv', 'calcul', 'singl', 'invoc', 'creat', 'singl', 'fresh', 'use', 'deriv', 'calcul', 'result', 'invoc', 'situat', 'aris', 'take', 'deriv', 'curri', 'function', 'potenti', 'solut', 'present', 'seriou', 'defici', 'discuss', 'requir', 'expans', 'delay', 'creation', 'fresh', 'tag', 'invoc', 'invoc', 'difficult', 'even', 'imposs', 'circumst', 'requir', 'wrap', 'renam', 'difficult', 'implement', 'without', 'violat', 'desir', 'complex', 'properti', 'forward']",14
148,http://arxiv.org/abs/1211.5608,Blind Deconvolution using Convex Programming,"['blind', 'deconvolut', 'use', 'convex', 'program', 'consid', 'problem', 'recov', 'unknown', 'vector', 'boldsymbol', 'boldsymbol', 'length', 'circular', 'convolut', 'make', 'structur', 'assumpt', 'vector', 'member', 'known', 'subspac', 'dimens', 'dimens', 'although', 'observ', 'convolut', 'nonlinear', 'boldsymbol', 'boldsymbol', 'linear', 'rank', 'matrix', 'form', 'outer', 'product', 'boldsymbol', 'boldsymbol', 'observ', 'allow', 'recast', 'deconvolut', 'problem', 'rank', 'matrix', 'recoveri', 'problem', 'linear', 'measur', 'whose', 'natur', 'convex', 'relax', 'nuclear', 'norm', 'minim', 'program', 'prove', 'effect', 'relax', 'show', 'gener', 'signal']",1
149,http://arxiv.org/abs/1211.5773,Circuit complexity and Problem structure in Hamming space,"['circuit', 'complex', 'problem', 'structur', 'ham', 'space', 'paper', 'describ', 'relat', 'circuit', 'complex', 'accept', 'input', 'structur', 'ham', 'space', 'use', 'almost', 'monoton', 'circuit', 'emul', 'determinist', 'ture', 'machin', '(dtm)', 'circuit', 'famili', 'emul', 'almost', 'monoton', 'circuit', 'famili', 'except', 'gate', 'connect', 'input', 'variabl', '(like', 'negat', 'normal', 'form', '(nnf))', 'therefor', 'analyz', 'limit', 'use', 'circuit', 'famili', 'circuit', 'symmetri', 'gate', 'input', 'line', 'circuit', 'cannot', 'identifi', 'gate', 'output', 'line', 'gate', 'input', 'line', 'circuit', 'famili', 'cannot', 'comput', 'sandwich', 'structur', 'effect', '(sandwich', 'structur', 'accept', 'input', 'sandwich', 'reject', 'input', 'ham', 'space)', 'circuit', 'uniqu', 'gate', 'identifi', 'differ', 'vector', 'sandwich', 'structur', 'measur', 'problem', 'complex', 'count', 'differ', 'vector', 'decis', 'problem', 'characterist', 'sandwich', 'structur', 'differ', 'vector', 'negat', 'hornsat', 'problem', 'constant', 'length', 'delet', 'constant', 'part', 'neg', 'liter', 'horn', 'claus', 'use', 'definit', 'claus', 'therefor', 'number', 'differ', 'vector', 'polynomi', 'size', 'hand', 'design', 'high', 'complex', 'problem', 'almost', 'perfct', 'nonlinear', '(apn)', 'function']",13
150,http://arxiv.org/abs/1211.6468,"Using Isabelle to verify special relativity, with application to   hypercomputation theory","['use', 'isabel', 'verifi', 'special', 'rel', 'applic', 'hypercomput', 'theori', 'logician', 'enyi', 'mathemat', 'institut', 'budapest', 'spent', 'sever', 'year', 'develop', 'version', 'rel', 'theori', '(special', 'gener', 'variants)', 'base', 'wholli', 'first', 'order', 'logic', 'argu', 'favour', 'physic', 'decid', 'exploit', 'cosmolog', 'phenomena', 'formal', 'undecid', 'question', 'halt', 'problem', 'consist', 'theori', 'hungarian', 'theori', 'extens', 'associ', 'proof', 'intuit', 'satisfi', 'bring', 'risk', 'sinc', 'intuit', 'sometim', 'mislead', 'part', 'joint', 'project', 'research', 'sheffield', 'recent', 'start', 'gener', 'rigor', 'machin', 'verifi', 'version', 'hungarian', 'proof', 'demonstr', 'sound', 'work', 'paper', 'explain', 'background', 'project', 'demonstr', 'isabel', 'proof', 'theorem', 'inerti', 'observ', 'travel', 'faster', 'light', 'approach', 'physic', 'theori', 'physic', 'comput', 'sever', 'off', 'certain', 'intuit', 'hasn', 'astray']",17
151,http://arxiv.org/abs/1211.6470,A new class of SETI beacons that contain information (22-aug-2010),"['class', 'seti', 'beacon', 'contain', 'inform', 'wavelength', 'rang', 'extraterrestri', 'electromagnet', 'narrow', 'band', '(sine', 'wave)', 'beacon', 'excel', 'choic', 'alien', 'attent', 'across', 'interstellar', 'distanc', 'strongli', 'affect', 'interstellar', 'interplanetari', 'dispers', 'scatter', 'search', 'narrowband', 'signal', 'comput', 'effici', '(scale', 'log(ns)', 'number', 'voltag', 'samples)', 'consid', 'special', 'case', 'wideband', 'signal', 'delay', 'copi', 'signal', 'transmit', 'frequenc', 'bandwidth', 'result', 'dispers', 'scatter', 'cancel', 'detect', 'stage', 'signal', 'good', 'beacon', '(easi', 'find)', 'carri', 'arbitrarili', 'larg', 'inform', 'rate', '(limit', 'atmospher', 'transpar', 'ghz)', 'discoveri', 'process', 'use', 'autocorrel', 'algorithm', 'outlin', 'comput', 'scheme', 'beacon', 'discoveri', 'search', 'accomplish', 'process', 'convent', 'sine', 'wave', 'search', 'discuss', 'signal', 'background', 'respons', 'sight', 'beacon', 'beacon', 'discov', 'focu', 'turn', 'inform', 'extract', 'inform', 'extract', 'requir', 'similar', 'process', 'gener', 'wideband', 'signal', 'search', 'sinc', 'alreadi', 'identifi', 'beacon', 'effici', 'inform', 'extract', 'neglig']",2
152,http://arxiv.org/abs/1212.1095,The projector algorithm: a simple parallel algorithm for computing   Voronoi diagrams and Delaunay graphs,"['projector', 'algorithm', 'simpl', 'parallel', 'algorithm', 'comput', 'voronoi', 'diagram', 'delaunay', 'graph', 'voronoi', 'diagram', 'certain', 'geometr', 'data', 'structur', 'numer', 'applic', 'variou', 'scientif', 'technolog', 'field', 'theori', 'algorithm', 'comput', 'euclidean', 'voronoi', 'diagram', 'point', 'site', 'rich', 'use', 'sever', 'differ', 'import', 'algorithm', 'howev', 'theori', 'quit', 'steadi', 'last', 'decad', 'sens', 'essenti', 'algorithm', 'enter', 'game', 'addit', 'known', 'algorithm', 'serial', 'natur', 'henc', 'cast', 'inher', 'difficulti', 'possibl', 'comput', 'diagram', 'parallel', 'paper', 'present', 'projector', 'algorithm', 'simpl', 'algorithm', 'enabl', '(combinatorial)', 'comput', 'voronoi', 'diagram', 'algorithm', 'significantli', 'differ', 'previou', 'one', 'involv', 'concept', 'spirit', 'linear', 'program', 'optic', 'parallel', 'implement', 'natur', 'support', 'sinc', 'voronoi', 'cell', 'comput', 'independ', 'cell', 'combinatori', 'structur', 'repres', 'cell', '(and', 'convex', 'polytope)', 'describ', 'along', 'comput', 'induc', 'delaunay', 'graph', 'obtain', 'almost', 'automat']",8
153,http://arxiv.org/abs/1212.1149,Threshold Digraphs,"['threshold', 'digraph', 'digraph', 'whose', 'degre', 'sequenc', 'uniqu', 'vertex', 'label', 'realiz', 'call', 'threshold', 'paper', 'present', 'sever', 'character', 'threshold', 'digraph', 'degre', 'sequenc', 'show', 'character', 'equival', 'character', 'allow', 'shorter', 'proof', 'equival', 'known', 'character', 'well', 'prove', 'final', 'character', 'appear', 'without', 'proof', 'literatur', 'use', 'result', 'obtain', 'short', 'proof', 'fulkerson', 'chen', 'theorem', 'degre', 'sequenc', 'gener', 'digraph']",0
154,http://arxiv.org/abs/1212.1710,"The information and its observer: external and internal information   processes, information cooperation, and the origin of the observer intellect","['inform', 'observ', 'extern', 'intern', 'inform', 'process', 'inform', 'cooper', 'origin', 'observ', 'intellect', 'observ', 'interact', 'process', 'convers', 'observ', 'uncertainti', 'observ', 'certainti', 'natur', 'phenomenon', 'creat', 'action', 'inform', 'inform', 'observ', 'observ', 'emerg', 'interact', 'random', 'field', 'kolmogorov', 'probabl', 'link', 'kolmogorov', 'probabl', 'bayesian', 'probabl', 'observ', 'markov', 'diffus', 'process', 'probabilist', 'impuls', 'action', 'cut', 'maximum', 'impuls', 'minim', 'entropi', 'follow', 'action', 'transfer', 'maxim', 'impuls', 'perform', 'dual', 'principl', 'convert', 'process', 'entropi', 'inform', 'merg', 'action', 'gener', 'microprocess', 'within', 'border', 'impuls', 'produc', 'free', 'inform', 'microprocess', 'probabl', 'approach', 'interact', 'bit', 'memor', 'impuls', 'free', 'inform', 'attract', 'multipl', 'bit', 'move', 'macroprocess', 'self', 'join', 'triplet', 'macrounit', 'memor', 'inform', 'bind', 'revers', 'microprocess', 'within', 'impuls', 'irrevers', 'macroprocess', 'observ', 'automat', 'convert', 'cut', 'entropi', 'inform', 'macrounit', 'macrounit', 'logic', 'self', 'organ', 'inform', 'network', 'encod', 'unit', 'geometr', 'structur', 'enclos', 'triplet', 'code', 'multipl', 'bind', 'end', 'triplet', 'enclos', 'observ', 'inform', 'cognit', 'intellig', 'observ', 'cognit', 'assembl', 'common', 'unit', 'multipl', 'attract', 'reson', 'form', 'triplet', 'hierarchi', 'accept', 'unit', 'recogn', 'node', 'maxim', 'number', 'accept', 'triplet', 'level', 'multipl', 'measur', 'observ', 'maximum', 'compar', 'inform', 'intellig', 'observ', 'process', 'carri', 'probabilist', 'certain', 'wave', 'function', 'self', 'organ', 'space', 'hierarch', 'structur', 'inform', 'regular', 'creat', 'integr', 'logic', 'intellig', 'self', 'oper', 'multipl', 'physic', 'realiti', 'matter']",10
155,http://arxiv.org/abs/1212.6751,Computably Categorical Fields via Fermat's Last Theorem,"['comput', 'categor', 'field', 'fermat', 'last', 'theorem', 'construct', 'comput', 'comput', 'categor', 'field', 'infinit', 'transcend', 'degre', 'ration', 'number', 'use', 'fermat', 'polynomi', 'assort', 'result', 'algebra', 'geometri', 'also', 'show', 'field', 'intrins', 'comput', '(infinite)', 'transcend', 'basi']",8
156,http://arxiv.org/abs/1212.6879,On two conjectures of Maurer concerning basis graphs of matroids,"['conjectur', 'maurer', 'concern', 'basi', 'graph', 'matroid', 'character', 'dimension', 'complex', 'associ', 'canon', 'basi', 'graph', 'matroid', 'simpli', 'connect', 'triangl', 'squar', 'complex', 'satisfi', 'local', 'condit', 'prove', 'version', '(disproved)', 'conjectur', 'stephen', 'maurer', '(conjectur', 'maurer', 'matroid', 'basi', 'graph', 'jctb', 'also', 'establish', 'conjectur', 'paper', 'redund', 'condit', 'character', 'basi', 'graph', 'indic', 'posit', 'curvatur', 'like', 'aspect', 'local', 'properti', 'studi', 'complex', 'character', 'similarli', 'correspond', 'dimension', 'complex', 'even', 'delta', 'matroid']",1
157,http://arxiv.org/abs/1301.1027,On online energy harvesting in multiple access communication systems,"['onlin', 'energi', 'harvest', 'multipl', 'access', 'commun', 'system', 'investig', 'perform', 'limit', 'multipl', 'access', 'commun', 'system', 'energi', 'harvest', 'node', 'util', 'function', 'taken', 'long', 'term', 'averag', 'throughput', 'assum', 'causal', 'structur', 'energi', 'arriv', 'studi', 'problem', 'continu', 'time', 'regim', 'set', 'first', 'character', 'storag', 'model', 'captur', 'dynam', 'batteri', 'energi', 'harvest', 'variabl', 'transmiss', 'power', 'use', 'model', 'next', 'establish', 'upper', 'bound', 'throughput', 'problem', 'function', 'batteri', 'capac', 'also', 'formul', 'linear', 'optim', 'problem', 'determin', 'optim', 'achiev', 'power', 'polici', 'transmitt', 'appli', 'calculu', 'variat', 'techniqu', 'deriv', 'euler', 'lagrang', 'equat', 'necessari', 'condit', 'optimum', 'power', 'polici', 'term', 'system', 'coupl', 'partial', 'integro', 'differenti', 'equat', '(pides)', 'base', 'gauss', 'seidel', 'algorithm', 'devis', 'iter', 'algorithm', 'solv', 'equat', 'also', 'propos', 'fix', 'point', 'algorithm', 'symmetr', 'multipl', 'access', 'set', 'statist', 'descript', 'energi', 'harvest', 'ident', 'along', 'analysi', 'support', 'iter', 'algorithm', 'comprehens', 'numer', 'result', 'also', 'obtain']",8
158,http://arxiv.org/abs/1301.1071,Direct QR factorizations for tall-and-skinny matrices in MapReduce   architectures,"['direct', 'factor', 'tall', 'skinni', 'matric', 'mapreduc', 'architectur', 'factor', 'fundament', 'matrix', 'decomposit', 'applic', 'throughout', 'scientif', 'comput', 'data', 'analysi', 'matric', 'mani', 'row', 'column', 'call', 'tall', 'skinni', 'matric']",16
159,http://arxiv.org/abs/1301.1107,Spectral Condition-Number Estimation of Large Sparse Matrices,"['spectral', 'condit', 'number', 'estim', 'larg', 'spars', 'matric', 'describ', 'random', 'krylov', 'subspac', 'method', 'estim', 'spectral', 'condit', 'number', 'real', 'matrix', 'indic', 'numer', 'rank', 'defici', 'main', 'difficulti', 'estim', 'condit', 'number', 'estim', 'smallest', 'singular', 'valu', 'sigma', 'method', 'estim', 'valu', 'solv', 'consist', 'linear', 'least', 'squar', 'problem', 'known', 'solut', 'use', 'specif', 'krylov', 'subspac', 'method', 'call', 'lsqr', 'method', 'forward', 'error', 'tend', 'concentr', 'direct', 'right', 'singular', 'vector', 'correspond', 'sigma', 'extens', 'experi', 'show', 'method', 'abl', 'estim', 'well', 'condit', 'number', 'wide', 'array', 'matric', 'sometim', 'estim', 'condit', 'number', 'run', 'dens', 'impract', 'comput', 'cost', 'memori', 'requir', 'method', 'use', 'littl', 'memori', 'inherit', 'properti', 'lsqr)', 'work', 'equal', 'well', 'squar', 'rectangular', 'matric']",0
160,http://arxiv.org/abs/1301.2158,Artificial Intelligence Framework for Simulating Clinical   Decision-Making: A Markov Decision Process Approach,"['artifici', 'intellig', 'framework', 'simul', 'clinic', 'decis', 'make', 'markov', 'decis', 'process', 'approach', 'modern', 'healthcar', 'system', 'rapidli', 'expand', 'cost', 'complex', 'grow', 'myriad', 'treatment', 'option', 'explod', 'inform', 'stream', 'often', 'effect', 'reach', 'front', 'line', 'hinder', 'abil', 'choos', 'optim', 'treatment', 'decis', 'time', 'goal', 'paper', 'develop', 'gener', 'purpos', '(non', 'diseas', 'specific)', 'comput', 'artifici', 'intellig', '(ai)', 'framework', 'address', 'challeng', 'serv', 'potenti', 'function', 'simul', 'environ', 'explor', 'variou', 'healthcar', 'polici', 'payment', 'methodolog', 'basi', 'clinic', 'artifici', 'intellig', 'think', 'like', 'doctor', 'approach', 'combin', 'markov', 'decis', 'process', 'dynam', 'decis', 'network', 'learn', 'clinic', 'data', 'develop', 'complex', 'plan', 'simul', 'altern', 'sequenti', 'decis', 'path', 'captur', 'sometim', 'conflict', 'sometim', 'synergist', 'interact', 'variou', 'compon', 'healthcar', 'system', 'oper', 'partial', 'observ', 'environ', 'case', 'miss', 'observ', 'data)', 'maintain', 'belief', 'state', 'patient', 'health', 'statu', 'function', 'onlin', 'agent', 'plan', 'plan', 'framework', 'evalu', 'use', 'real', 'patient', 'data', 'electron', 'health', 'record', 'framework', 'easili', 'outperform', 'current', 'treatment', 'usual', '(tau)', 'case', 'rate', 'servic', 'model', 'healthcar', '(cost', 'unit', 'chang', 'obtain', 'increas', 'patient', 'outcom', 'tweak', 'certain', 'model', 'paramet', 'enhanc', 'advantag', 'obtain', 'roughli', 'improv', 'roughli', 'half', 'cost', 'given', 'care', 'design', 'problem', 'formul', 'simul', 'framework', 'approxim', 'optim', 'decis', 'even', 'complex', 'uncertain', 'environ', 'futur', 'work', 'describ', 'outlin', 'potenti', 'line', 'research', 'integr', 'machin', 'learn', 'algorithm', 'person', 'medicin']",15
161,http://arxiv.org/abs/1301.2959,New elements for a network (including brain) general theory during   learning period,"['element', 'network', '(includ', 'brain)', 'gener', 'theori', 'learn', 'period', 'studi', 'deal', 'evolut', 'call', 'intellig', 'network', '(insect', 'societi', 'without', 'leader', 'cell', 'organ', 'brain', 'learn', 'period', 'first', 'summar', 'briefli', 'version', '(publish', 'french)', 'whose', 'main', 'characterist', 'network', 'connect', 'environ', 'consid', 'immers', 'inform', 'field', 'creat', 'environ', 'dictat', 'learn', 'constraint', 'use', 'formal', 'draw', 'inspir', 'quantum', 'field', 'theori', '(principl', 'stationari', 'action', 'gaug', 'field', 'invari', 'symmetri', 'transform', 'obtain', 'lagrang', 'equat', 'whose', 'solut', 'describ', 'network', 'evolut', 'whole', 'learn', 'period', 'proceed', 'formal', 'inspir', 'suggest', 'studi', 'way', 'capabl', 'evolv', 'knowledg', 'consid', 'scope', 'second', 'part', 'remind', 'point', 'improv', 'exhibit', 'version', 'bring', 'think', 'relev', 'improv', 'inde', 'consid', 'weight', 'averag', 'variabl', 'introduc', 'probabl', 'defin', 'observ', 'averag', 'inform', 'flux', 'activ', 'network)', 'measur', 'compar', 'experiment', 'result', 'find', 'weight', 'averag', 'inform', 'flow', 'invari', 'propos', 'express', 'conact', 'deduc', 'correspond', 'lagrang', 'equat', 'solv', 'know', 'evolut', 'consid', 'weight', 'averag', 'present', 'stage', 'think', 'progress', 'carri', 'experi', '(see', 'project', 'like', 'human', 'brain', 'project)', 'discov', 'invari', 'symmetri', 'allow', 'like', 'physic', 'classifi', 'network', 'understand', 'better', 'connect', 'inde', 'propos', 'among', 'futur', 'research', 'way', 'underli', 'problem', 'understand', 'learn', 'period', 'sever', 'network', 'connect', 'togeth', 'produc', 'brain', 'case', 'instanc', 'call', 'mental', 'state']",9
162,http://arxiv.org/abs/1301.3605,Feature Learning in Deep Neural Networks - Studies on Speech Recognition   Tasks,"['featur', 'learn', 'deep', 'neural', 'network', 'studi', 'speech', 'recognit', 'task', 'recent', 'studi', 'shown', 'deep', 'neural', 'network', '(dnns)', 'perform', 'significantli', 'better', 'shallow', 'network', 'gaussian', 'mixtur', 'model', '(gmms)', 'larg', 'vocabulari', 'speech', 'recognit', 'task', 'paper', 'argu', 'improv', 'accuraci', 'achiev', 'dnn', 'result', 'abil', 'extract', 'discrimin', 'intern', 'represent', 'robust', 'mani', 'sourc', 'variabl', 'speech', 'signal', 'show', 'represent', 'becom', 'increasingli', 'insensit', 'small', 'perturb', 'input', 'increas', 'network', 'depth', 'lead', 'better', 'speech', 'recognit', 'perform', 'deeper', 'network', 'also', 'show', 'dnn', 'cannot', 'extrapol', 'test', 'sampl', 'substanti', 'differ', 'train', 'exampl', 'train', 'data', 'suffici', 'repres', 'howev', 'intern', 'featur', 'learn', 'rel', 'stabl', 'respect', 'speaker', 'differ', 'bandwidth', 'differ', 'environ', 'distort', 'enabl', 'base', 'recogn', 'perform', 'well', 'better', 'state', 'system', 'base', 'gmm', 'shallow', 'network', 'without', 'need', 'explicit', 'model', 'adapt', 'featur', 'normal']",7
163,http://arxiv.org/abs/1301.5055,"Nested Recursions, Simultaneous Parameters and Tree Superpositions","['nest', 'recurs', 'simultan', 'paramet', 'tree', 'superposit', 'appli', 'tree', 'base', 'methodolog', 'solv', 'broadli', 'defin', 'famili', 'nest', 'recurs', 'gener', 'form', 'r(n)', 'integ', 'natur', 'number', 'natur', 'number', 'denot', 'ariti', 'order']",14
